AVAR;RUSSIAN;ENGLISH
тIатIала лъезе;СКРЕСТИТЬ;
хъанчил сураталда цояб цоялдатIад лъезе;СКРЕСТИТЬ;
цоцалъ журазаризе;СКРЕСТИТЬ;
хъанчил сураталдацолъизе;СКРЕСТИТЬСЯ;
цоцаца къотIизе;СКРЕСТИТЬСЯ;
гьедин ккей;СКРЕЩЕНИЕ;
хъанчил сураталда цоцада тIад лъей;СКРЕЩЕНИЕ;
цоцададанде чIвалеб бакI;СКРЕЩЕНИЕ;
цоялъ цояб къотIун унеб бакI;СКРЕЩЕНИЕ;
цоцалъ журазари;СКРЕЩИВАНИЕ;
гьетIизабизе;СКРИВИТЬ;
кIичIизабизе;СКРИВИТЬ;
кьуризабизе;СКРИВИТЬ;
гьетIизе;СКРИВИТЬСЯ;
гьетIун ине;СКРИВИТЬСЯ;
кIичIизе;СКРИВИТЬСЯ;
кIичIун ине;СКРИВИТЬСЯ;
кьурун ине;СКРИВИТЬСЯ;
къири;СКРИП;
къиркъиди;СКРИП;
къиркъири;СКРИП;
чагъаначIужу;СКРИПАЧКА;
къири бахъине;СКРИПЕТЬ;
къиркъидизе;СКРИПЕТЬ;
къирши бахъине;СКРИПЕТЬ;
играть на;СКРИПКА;
скрипка;СКРИПКА;
чагъана;СКРИПКА;
къиркъидулеб;СКРИПУЧИЙ;
къирщи бахъунеб;СКРИПУЧИЙ;
лъутIизе;СКРОИТЬ;
сабурав;СКРОМНИК;
чIухIи гьечIев чи;СКРОМНИК;
сабурай;СКРОМНИЦА;
чIухIи гьечIей гIадан;СКРОМНИЦА;
нечон жиндир бугеб гьунарбахчизе;СКРОМНИЧАТЬ;
тIепун чIезе;СКРОМНИЧАТЬ;
чIухIи гьечIого вукIине;СКРОМНИЧАТЬ;
гIодове виччай;СКРОМНОСТЬ;
дагьалда разилъи;СКРОМНОСТЬ;
сабру буголъи;СКРОМНОСТЬ;
хIалимлъи;СКРОМНОСТЬ;
хъантIунгутIи;СКРОМНОСТЬ;
чIухIи гьечIолъи;СКРОМНОСТЬ;
гIадатав;СКРОМНЫЙ;
гIодове виччарав;СКРОМНЫЙ;
дагьалда разияв;СКРОМНЫЙ;
сабруяв;СКРОМНЫЙ;
хIалимав;СКРОМНЫЙ;
хъантIичIев;СКРОМНЫЙ;
чIухIи гьечIев;СКРОМНЫЙ;
мухIканлъи;СКРУПУЛЁЗНОСТЬ;
рагIа-ракьанде щун дуруслъи цIуни;СКРУПУЛЁЗНОСТЬ;
рагIа-ракьанде щун дуруслъицIунараб;СКРУПУЛЁЗНЫЙ;
цIакъ дурусаб;СКРУПУЛЁЗНЫЙ;
цIакъго мухIканаб;СКРУПУЛЁЗНЫЙ;
кьуризе;СКРУТИТЬ;
кьурун бухьине;СКРУТИТЬ;
щула гьабун бухьине;СКРУТИТЬ;
кьуризе;СКРУТИТЬСЯ;
кьурун ине;СКРУТИТЬСЯ;
сверунине;СКРУТИТЬСЯ;
вахчун вукIине;СКРЫВАТЬСЯ;
скрыться;СКРЫВАТЬСЯ;
бахчараб гIамал букIин;СКРЫТНОСТЬ;
пикраби къватIире загьир гьаричIого;СКРЫТНОСТЬ;
рахчун тей;СКРЫТНОСТЬ;
рекIел хиялал;СКРЫТНОСТЬ;
бахчараб гIамалалъул;СКРЫТНЫЙ;
чиядаса ракIалда бугеб жо балъгогьабулев;СКРЫТНЫЙ;
балъго гьабураб;СКРЫТЫЙ;
бахчараб;СКРЫТЫЙ;
бахчун тараб;СКРЫТЫЙ;
балъго гьабизе;СКРЫТЬ;
бахчизе;СКРЫТЬ;
бахчун тезе;СКРЫТЬ;
вахчизе;СКРЫТЬСЯ;
вахчун чIезе;СКРЫТЬСЯ;
тIагIине;СКРЫТЬСЯ;
тIерхьине;СКРЫТЬСЯ;
цевеса хьвазе;СКРЫТЬСЯ;
букIкIинабизе;СКРЮЧИТЬ;
гьетIизабизе;СКРЮЧИТЬ;
данде къазабизе;СКРЮЧИТЬ;
кIичIизабизе;СКРЮЧИТЬ;
от мороза у меня;СКРЮЧИТЬ;
букIкIине;СКРЮЧИТЬСЯ;
гьетIизе;СКРЮЧИТЬСЯ;
данде къанине;СКРЮЧИТЬСЯ;
кIичIун ине;СКРЮЧИТЬСЯ;
барахщарав чи;СКРЯГА;
бахилав чи;СКРЯГА;
къарум;СКРЯГА;
барахщизе;СКРЯЖНИЧАТЬ;
бахиллъизе;СКРЯЖНИЧАТЬ;
къарумлъизе;СКРЯЖНИЧАТЬ;
барахщи;СКРЯЖНИЧЕСТВО;
бахиллъи;СКРЯЖНИЧЕСТВО;
къарумлъи;СКРЯЖНИЧЕСТВО;
дагьлъизе;СКУДЕТЬ;
загIиплъизе;СКУДЕТЬ;
мискинлъизе;СКУДЕТЬ;
мукъсанлъизе;СКУДЕТЬ;
дагьго;СКУДНО;
загIипго;СКУДНО;
мискинго;СКУДНО;
мукъсанго;СКУДНО;
ресукъго;СКУДНО;
дагьаб;СКУДНЫЙ;
загIипаб;СКУДНЫЙ;
мискинаб;СКУДНЫЙ;
мукъсанаб;СКУДНЫЙ;
нагонять;СКУКА;
ракIбакъвай;СКУКА;
ракIгъунгутIи;СКУКА;
чIалгIен;СКУКА;
гIанабазул ракьа;СКУЛА;
гIанабазул ракьа чIахIияв;СКУЛАСТЫЙ;
гIанабазул рукьби цIутIарав;СКУЛАСТЫЙ;
гIавусдизе;СКУЛИТЬ;
гурхIулеб куцалда гъанцIезе;СКУЛИТЬ;
зигардизе;СКУЛИТЬ;
зурзудизе;СКУЛИТЬ;
скульптураялъул;СКУЛЬПТУРНЫЙ;
скульптурияб;СКУЛЬПТУРНЫЙ;
барахщарав;СКУПЕЦ;
бахилав;СКУПЕЦ;
къарумав чи;СКУПЕЦ;
тIолго ялъуни гIемераб бичун босизе;СКУПИТЬ;
бахиллъизе;СКУПИТЬСЯ;
къарумлъизе;СКУПИТЬСЯ;
на барахщизе;СКУПИТЬСЯ;
тIолго ялъуни гIемераб бичун боси;СКУПКА;
барахщарав;СКУПОЙ;
бахилав;СКУПОЙ;
гьарзаяб гуреб;СКУПОЙ;
загIипаб;СКУПОЙ;
къарумав;СКУПОЙ;
барахщи;СКУПОСТЬ;
бахиллъи;СКУПОСТЬ;
дагьлъи;СКУПОСТЬ;
къарумлъи;СКУПОСТЬ;
мукъсанлъи;СКУПОСТЬ;
бичизелъун бичун босиялъул;СКУПОЧНЫЙ;
бичизелъун бичун босулеб;СКУПОЧНЫЙ;
даранчи;СКУПЩИК;
дармие къайи бичун босулев чи;СКУПЩИК;
даранчIужу;СКУПЩИЦА;
дармие къайи бичун босулей гIадан;СКУПЩИЦА;
бизарлъизе;СКУЧАТЬ;
по по ком-чём урхъизе;СКУЧАТЬ;
ракI щвезе;СКУЧАТЬ;
чIалгIине;СКУЧАТЬ;
бизарлъараб;СКУЧАЮЩИЙ;
урхъараб;СКУЧАЮЩИЙ;
чIалгIараб;СКУЧАЮЩИЙ;
гьитIинаб бакIалде гIемераб жо;СКУЧЕННОСТЬ;
тIатIала къай;СКУЧЕННОСТЬ;
халкъбакIари;СКУЧЕННОСТЬ;
цоцалъ къан рукIин;СКУЧЕННОСТЬ;
тIатIала къараб;СКУЧЕННЫЙ;
цоцалъ гъункун къазабураб;СКУЧЕННЫЙ;
гохI гьабизе;СКУЧИТЬ;
тIатIала къазабизе;СКУЧИТЬ;
цо бакIалда данде гьабизе;СКУЧИТЬ;
бакIаризе;СКУЧИТЬСЯ;
банцо бакIалде данделъизе;СКУЧИТЬСЯ;
гохI гьабун;СКУЧИТЬСЯ;
гохI лъугьине;СКУЧИТЬСЯ;
бизараб;СКУЧНЫЙ;
гъарзикъаб;СКУЧНЫЙ;
ракI гъолареб;СКУЧНЫЙ;
чIалгIараб;СКУЧНЫЙ;
квине;СКУШАТЬ;
загIиплъизе;СЛАБЕТЬ;
хIалакълъизе;СЛАБЕТЬ;
чучизе;СЛАБЕТЬ;
чехь лъама гьабулеб дару;СЛАБИТЕЛЬНОЕ;
виххизавизе;СЛАБИТЬ;
виххизе;СЛАБИТЬ;
загIипго;СЛАБО;
чучго;СЛАБО;
жиндаго кверщел гьечIолъи;СЛАБОВОЛИЕ;
хасият загIиплъи;СЛАБОВОЛИЕ;
хасият загIипав;СЛАБОВОЛЬНЫЙ;
нерваби загIипав;СЛАБОНЕРВНЫЙ;
нерваби унтарав;СЛАБОНЕРВНЫЙ;
хехго ццин бахъунев;СЛАБОНЕРВНЫЙ;
ццин хехав;СЛАБОНЕРВНЫЙ;
дагьаб гучалъ хIалтIулеб;СЛАБОСИЛЬНЫЙ;
хIал дагьав;СЛАБОСИЛЬНЫЙ;
хIал-гуч загIипав;СЛАБОСИЛЬНЫЙ;
загIиплъи;СЛАБОСТЬ;
кутак гьечIолъи;СЛАБОСТЬ;
хIал гьечIолъи;СЛАБОСТЬ;
гIакълу мукъсанлъи;СЛАБОУМИЕ;
гIакълуялъулъ загIиплъи;СЛАБОУМИЕ;
гIакълу загIипав;СЛАБОУМНЫЙ;
гIакълуялъул рахъалъ мукъсанав;СЛАБОУМНЫЙ;
цодагьав камурав;СЛАБОУМНЫЙ;
загIипаб гIамал-хасият букIин;СЛАБОХАРАКТЕРНОСТЬ;
тамахаб;СЛАБОХАРАКТЕРНОСТЬ;
хасият загIипав;СЛАБОХАРАКТЕРНЫЙ;
хасият тамахав;СЛАБОХАРАКТЕРНЫЙ;
загIипав;СЛАБЫЙ;
лъукъизе бигьаяб бакI;СЛАБЫЙ;
тамахав;СЛАБЫЙ;
хIалгьечIев;СЛАБЫЙ;
чIемегIав;СЛАБЫЙ;
чиясул загIипаб рахъ;СЛАБЫЙ;
чучав;СЛАБЫЙ;
цIар;СЛАВА;
квешаб хабар тIибитIизабизе;СЛАВИТЬ;
квешаб цIар рагIизабизе;СЛАВИТЬ;
рецц гьабизе;СЛАВИТЬ;
цIар гьабизе;СЛАВИТЬ;
цIар рагIизабизе;СЛАВИТЬ;
машгьурлъизе;СЛАВИТЬСЯ;
тIибитIизе;СЛАВИТЬСЯ;
цIар бахъизе;СЛАВИТЬСЯ;
цIар ине;СЛАВИТЬСЯ;
гьайбатаб;СЛАВНЫЙ;
цIакъ лъикIаб;СЛАВНЫЙ;
цIакъаб;СЛАВНЫЙ;
цIар арав;СЛАВНЫЙ;
цIар бахъарав;СЛАВНЫЙ;
цIар тIибитIарав;СЛАВНЫЙ;
гIорхъолъа борчIун бецци;СЛАВОСЛОВИЕ;
тIасан ккарабкуцалда рецц-бакъ гьаби;СЛАВОСЛОВИЕ;
гIорхъолъа ун рецц гьабизе;СЛАВОСЛОВИТЬ;
тIасанккун беццизе;СЛАВОСЛОВИТЬ;
славяназул;СЛАВЯНСКИЙ;
жиб жубалеб;СЛАГАЕМОЕ;
бахъизе;СЛАГАТЬ;
гIодоблъезе;СЛАГАТЬ;
гIуцIцIизе;СЛАГАТЬ;
гьабизе;СЛАГАТЬ;
инкаргьабизе;СЛАГАТЬ;
хисизе;СЛАГАТЬ;
битIа-бишизабизе;СЛАДИТЬ;
вусинавизе;СЛАДИТЬ;
гIурхъи-рахъалдевачIинавизе;СЛАДИТЬ;
гьабизе;СЛАДИТЬ;
рекъа-решезабизе;СЛАДИТЬ;
что мутIигI гьавизе;СЛАДИТЬ;
гьуинаб;СЛАДКИЙ;
гьуинаб жо бокьулев чи;СЛАДКОЕЖКА;
гьуинабжо хирияв чи;СЛАДКОЕЖКА;
бокьулеб;СЛАДОСТНЫЙ;
гьуинаб;СЛАДОСТНЫЙ;
къиматаб;СЛАДОСТНЫЙ;
лазат кьолеб;СЛАДОСТНЫЙ;
лазатаб;СЛАДОСТНЫЙ;
рекIее бокьулеб;СЛАДОСТНЫЙ;
рохалилаб;СЛАДОСТНЫЙ;
хирияб;СЛАДОСТНЫЙ;
гъира багъари;СЛАДОСТРАСТИЕ;
гъира багъарарав;СЛАДОСТРАСТНЫЙ;
гьава багъарарав;СЛАДОСТРАСТНЫЙ;
рекIел цIабагъарарав;СЛАДОСТРАСТНЫЙ;
гьуинаб тIагIам;СЛАДОСТЬ;
гьуинал жал;СЛАДОСТЬ;
гьуинлъи;СЛАДОСТЬ;
тату буголъи;СЛАДОСТЬ;
вахине;СЛАЗИТЬ;
гIодове рещтIине;СЛАЗИТЬ;
гъоркье лъугьине;СЛАЗИТЬ;
гъоркье рещтIине;СЛАЗИТЬ;
харизе;СЛАЗИТЬ;
сланецалъул;СЛАНЦЕВЫЙ;
гьуинаб жо цIакъ хирияв чи;СЛАСТЁНА;
гьуинал жал;СЛАСТИ;
битIизе;СЛАТЬ;
шлю привет салам битIулеб буго;СЛАТЬ;
гIорхъолъа борчIун назикаб;СЛАЩАВЫЙ;
ракI чIвазабулеб куцалда гьуинаб;СЛАЩАВЫЙ;
тIасан ккун хIеренаб;СЛАЩАВЫЙ;
квегIаб рахъалдасан;СЛЕВА;
квегIисан;СЛЕВА;
бигьа гьабун;СЛЕГКА;
дагьабго;СЛЕГКА;
тIадагьго;СЛЕГКА;
лъакI;СЛЕД;
лъакIал лъезе;СЛЕДИТЬ;
лъакIал тезе;СЛЕДИТЬ;
лъакIда хадув виллъине;СЛЕДИТЬ;
хадув чIезе;СЛЕДИТЬ;
халкквезе;СЛЕДИТЬ;
хадув лъугьин;СЛЕДОВАНИЕ;
хадуса-хадув ин;СЛЕДОВАНИЕ;
гьедин бугелъул;СЛЕДОВАТЕЛЬНО;
гьединлъидал;СЛЕДОВАТЕЛЬНО;
хадувине;СЛЕДОВАТЬ;
лъакI ккун;СЛЕДОМ;
хадувго;СЛЕДОМ;
хаду-хадув;СЛЕДОМ;
араб-таралъул лъакIал ралагьулев чи;СЛЕДОПЫТ;
лъакIда хадув ун чан гьабулев чанахъан;СЛЕДОПЫТ;
щибниги балагьулев чи;СЛЕДОПЫТ;
цIех-рехалъул;СЛЕДСТВЕННЫЙ;
бачIунеб;СЛЕДУЮЩИЙ;
букIкIине;СЛЕЖАТЬСЯ;
гIемераб мехалъ бегун хутIиялъ къвакIи-зе;СЛЕЖАТЬСЯ;
гъункизе;СЛЕЖАТЬСЯ;
данде ине;СЛЕЖАТЬСЯ;
къазе;СЛЕЖАТЬСЯ;
сено;СЛЕЖАТЬСЯ;
тIупун ине;СЛЕЖАТЬСЯ;
хадувчIей;СЛЕЖКА;
халкквей;СЛЕЖКА;
берзул магIу;СЛЕЗА;
довести до слёз гIодизе гьавизе;СЛЕЗА;
крокодиловы слёзы ххвалилаб магIу;СЛЕЗА;
магIу;СЛЕЗА;
проливать слёзы магIу тIезе;СЛЕЗА;
смеяться до слёз магIу чвахизегIан релъизе;СЛЕЗА;
смеятьсясквозь слёзы гIодулаго велъизе;СЛЕЗА;
бадиб магIу хулизе;СЛЕЗИТЬСЯ;
магIил цIезе;СЛЕЗИТЬСЯ;
берда магIу бухьарав;СЛЕЗЛИВЫЙ;
гIодизе хIадурав;СЛЕЗЛИВЫЙ;
гIодизебокьулев;СЛЕЗЛИВЫЙ;
гIодулеб гIадинаб;СЛЕЗЛИВЫЙ;
гурхIулеб;СЛЁЗНЫЙ;
кутакаб гьариялъул;СЛЁЗНЫЙ;
магIил;СЛЁЗНЫЙ;
магIилцIураб;СЛЁЗНЫЙ;
магIуялъул;СЛЁЗНЫЙ;
ракI;СЛЁЗНЫЙ;
ракI гурхIуледухъ бугеб;СЛЁЗНЫЙ;
магIу чвахизабулеб;СЛЕЗОТОЧИВЫЙ;
магIу чвахулеб;СЛЕЗОТОЧИВЫЙ;
гъоркье лъугьине;СЛЕЗТЬ;
рещтIине;СЛЕЗТЬ;
рещтIине;СЛЕЗТЬ;
никIкI;СЛЕПЕНЬ;
бецав;СЛЕПЕЦ;
бецав чи;СЛЕПЕЦ;
бецук;СЛЕПЕЦ;
базе;СЛЕПИТЬ;
бецлъизавизе;СЛЕПИТЬ;
гьабизе;СЛЕПИТЬ;
рекIинабизе;СЛЕПИТЬ;
седезе;СЛЕПИТЬ;
синуялъ седон щибниги гьабизе;СЛЕПИТЬ;
бецлъизе;СЛЕПНУТЬ;
канлъи босизе;СЛЕПНУТЬ;
бецаб;СЛЕПОЙ;
бецав;СЛЕПОЙ;
канлъи бихьуларев;СЛЕПОЙ;
накIкI гьечIеб цIад;СЛЕПОЙ;
он слеп наодин глаз досул цо бер бецаб буго;СЛЕПОЙ;
пикру гьечIого гьабулеб;СЛЕПОЙ;
рекIехъе гьабулеб;СЛЕПОЙ;
тIаде ралагьичIогогьабулеб;СЛЕПОЙ;
копия дурусаб;СЛЕПОК;
бецлъи;СЛЕПОТА;
слесарасе къваригIунеб;СЛЕСАРНЫЙ;
слесарасул;СЛЕСАРНЫЙ;
слесарлъиялъул;СЛЕСАРНЫЙ;
роржун рачIун данделъарал хIанчIазул тIел;СЛЁТ;
